#pressure,1nbar,,,,,,,,
#age,10Myr,,,,,,,,
#metallicity,1x,,,,,,,,
flux (F_e),core mass (M_e),0.10%,0.20%,0.50%,1%,2%,5%,10%,20%
1,1,3.26,4.68,,,,,,
1,2,2.39,2.69,3.7,5.4,10.43,,,
1,3,2.26,2.49,3.1,3.76,5.78,13.17,223.32,
1,4,2.27,2.44,2.93,3.53,4.6,8.1,18.03,264.57
1,5,2.29,2.44,2.86,3.36,4.2,6.61,11.55,28.83
1,6,2.27,2.46,2.83,3.27,3.99,5.92,9.3,17.98
1,8,2.34,2.51,2.83,3.21,3.8,5.26,7.5,12.07
1,10,2.45,2.56,2.86,3.21,3.73,4.96,6.74,10.11
1,13,2.5,2.65,2.92,3.24,3.71,4.77,6.24,8.85
1,16,2.59,2.72,2.99,3.28,3.72,4.7,6.02,8.26
1,20,2.69,2.82,3.07,3.35,3.76,4.68,5.88,7.89
10,1,,,,,,,,
10,2,3.52,4.35,7.82,,,,,
10,3,2.79,3.24,4.34,6.18,11.5,,,
10,4,2.58,2.93,3.64,4.63,6.66,17.7,,
10,5,2.6,2.81,3.36,4.08,5.38,10.06,27.8,
10,6,2.53,2.75,3.22,3.81,4.82,7.89,15.1,56.31
10,8,2.53,2.73,3.11,3.57,4.31,6.26,9.63,17.89
10,10,2.57,2.74,3.07,3.47,4.09,5.61,7.97,12.8
10,13,2.63,2.78,3.08,3.42,3.96,5.19,6.96,10.21
10,16,2.69,2.83,3.11,3.43,3.91,5,6.52,9.13
10,20,2.77,2.9,3.16,3.46,3.9,4.88,6.21,8.45
100,1,,,,,,,,
100,2,,,,,,,,
100,3,5.06,,,,,,,
100,4,3.93,4.53,6.53,,,,,
100,5,3.37,3.85,4.99,6.77,,,,
100,6,3.17,3.54,4.36,5.52,7.92,,,
100,8,2.99,3.26,3.83,4.56,5.86,10.12,22.61,
100,10,2.93,3.16,3.61,4.18,5.13,7.75,12.91,29.83
100,13,2.91,3.1,3.48,3.93,4.66,6.46,9.37,15.87
100,16,2.93,3.1,3.43,3.83,4.44,5.91,8.09,12.32
100,20,2.97,3.12,3.42,3.78,4.31,5.55,7.31,10.41
1000,1,,,,,,,,
1000,2,,,,,,,,
1000,3,,,,,,,,
1000,4,,,,,,,,
1000,5,,,,,,,,
1000,6,6.22,,,,,,,
1000,8,4.59,5.32,7.16,,,,,
1000,10,4.03,4.51,5.58,7.18,10.76,,,
1000,13,3.69,4.02,4.73,5.67,7.42,13.58,,
1000,16,3.54,3.81,4.36,5.08,6.29,9.84,17.41,
1000,20,3.45,3.68,4.14,4.7,5.62,8.04,12.23,22.19
