#pressure,20mbar,,,,,,,,
#age,10Myr,,,,,,,,
#metallicity,1x,,,,,,,,
flux (F_e),core mass (M_e),0.10%,0.20%,0.50%,1%,2%,5%,10%,20%
1,1,1.91,2.31,,,,,,
1,2,1.89,2.08,2.64,3.39,4.85,,,
1,3,1.94,2.11,2.53,3.06,3.97,6.75,12.88,
1,4,2.02,2.15,2.52,2.96,3.68,5.65,9.3,18.56
1,5,2.08,2.2,2.53,2.92,3.54,5.15,7.84,13.78
1,6,2.1,2.25,2.56,2.92,3.48,4.88,7.06,11.55
1,8,2.2,2.34,2.62,2.94,3.43,4.6,6.28,9.43
1,10,2.32,2.42,2.68,2.98,3.44,4.47,5.9,8.49
1,13,2.4,2.53,2.77,3.05,3.47,4.39,5.64,7.81
1,16,2.49,2.62,2.85,3.12,3.51,4.38,5.54,7.48
1,20,2.6,2.72,2.95,3.21,3.58,4.41,5.48,7.27
10,1,,,,,,,,
10,2,2.1,2.37,3.11,,,,,
10,3,2.06,2.29,2.79,3.45,4.65,,,
10,4,2.07,2.29,2.7,3.21,4.08,6.63,,
10,5,2.17,2.31,2.68,3.11,3.82,5.75,9.21,
10,6,2.18,2.34,2.68,3.07,3.7,5.31,7.95,13.74
10,8,2.26,2.41,2.71,3.05,3.58,4.86,6.76,10.44
10,10,2.34,2.48,2.75,3.06,3.55,4.65,6.23,9.12
10,13,2.44,2.57,2.82,3.11,3.55,4.52,5.86,8.19
10,16,2.53,2.65,2.89,3.16,3.57,4.48,5.7,7.74
10,20,2.63,2.75,2.98,3.24,3.62,4.47,5.59,7.45
100,1,,,,,,,,
100,2,,,,,,,,
100,3,2.35,,,,,,,
100,4,2.35,2.56,3.09,,,,,
100,5,2.31,2.53,2.97,3.52,,,,
100,6,2.33,2.52,2.92,3.4,4.19,,,
100,8,2.38,2.55,2.89,3.29,3.93,5.53,8.12,
100,10,2.44,2.6,2.9,3.26,3.82,5.14,7.15,11.09
100,13,2.53,2.67,2.94,3.26,3.76,4.88,6.47,9.44
100,16,2.6,2.74,3,3.3,3.75,4.76,6.16,8.64
100,20,2.7,2.82,3.07,3.35,3.77,4.7,5.97,8.09
1000,1,,,,,,,,
1000,2,,,,,,,,
1000,3,,,,,,,,
1000,4,,,,,,,,
1000,5,,,,,,,,
1000,6,2.74,,,,,,,
1000,8,2.7,2.94,3.42,,,,,
1000,10,2.7,2.91,3.32,3.84,4.68,,,
1000,13,2.74,2.92,3.28,3.71,4.4,6.11,,
1000,16,2.79,2.95,3.28,3.67,4.27,5.73,7.87,
1000,20,2.85,3,3.31,3.66,4.21,5.48,7.29,10.55
